time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
9.172518,"(0.08231, -0.085599, -0.010632)","(0.177898, 0.950704, 0.253995)","(-0.000701, -0.745091, 0.666962)","(0.290447, -0.610145, -0.737132)","(0.603186, 0.57209, 0.555769)","(0.374915, -0.555854, 0.741933)","(-0.105505, -0.862655, 0.494666)","(-0.143999, -0.913915, 0.379505)","(-0.090806, -0.834342, -0.543716)","(0.16308, -0.88474, -0.436623)"
9.205097,"(0.096769, -0.070946, -0.009773)","(0.167833, 0.953765, 0.249329)","(0.075344, -0.708653, 0.701523)","(0.266628, -0.556287, -0.787054)","(0.661005, 0.550669, 0.509741)","(0.527019, -0.587836, 0.613759)","(-0.136733, -0.861728, 0.4886)","(-0.135989, -0.9304, 0.340387)","(-0.020606, -0.850537, -0.525512)","(0.12611, -0.909538, -0.396026)"
9.238644,"(0.11102, -0.061012, -0.008313)","(0.15497, 0.95779, 0.242123)","(0.16024, -0.661218, 0.732881)","(0.250969, -0.495071, -0.831817)","(0.710918, 0.542593, 0.447426)","(0.667594, -0.557582, 0.493377)","(-0.164767, -0.855124, 0.491543)","(-0.129035, -0.942479, 0.308354)","(0.063151, -0.860777, -0.50505)","(0.090413, -0.926851, -0.36438)"
9.271485,"(0.12338, -0.058177, -0.006612)","(0.140711, 0.962315, 0.232704)","(0.239206, -0.602011, 0.761816)","(0.247732, -0.435547, -0.865406)","(0.747533, 0.547721, 0.37576)","(0.775571, -0.484315, 0.404882)","(-0.191764, -0.842842, 0.502835)","(-0.124188, -0.947229, 0.295523)","(0.134556, -0.85986, -0.492479)","(0.067791, -0.933057, -0.353283)"
9.304918,"(0.13461, -0.062052, -0.004372)","(0.124153, 0.96758, 0.219942)","(0.325328, -0.534378, 0.780129)","(0.25989, -0.378327, -0.88844)","(0.771474, 0.561403, 0.299423)","(0.854914, -0.38701, 0.345465)","(-0.230706, -0.820072, 0.523695)","(-0.115757, -0.945143, 0.305457)","(0.197751, -0.85146, -0.485706)","(0.055493, -0.928656, -0.366767)"
9.338107,"(0.144101, -0.072337, -0.00161)","(0.106173, 0.973249, 0.203748)","(0.411084, -0.457328, 0.788582)","(0.287008, -0.329028, -0.899648)","(0.785469, 0.576768, 0.224448)","(0.902339, -0.288146, 0.320557)","(-0.281802, -0.788351, 0.546892)","(-0.099034, -0.937087, 0.334756)","(0.265534, -0.837775, -0.477101)","(0.04265, -0.913212, -0.405247)"
9.371995,"(0.152405, -0.088715, 0.00199)","(0.085498, 0.979618, 0.181765)","(0.502494, -0.365086, 0.783717)","(0.330119, -0.288065, -0.898911)","(0.792635, 0.590904, 0.150207)","(0.925352, -0.192302, 0.326717)","(-0.345417, -0.74827, 0.566374)","(-0.06406, -0.924599, 0.375516)","(0.344182, -0.818464, -0.46006)","(0.016834, -0.886197, -0.463003)"
9.404252,"(0.158366, -0.105781, 0.005779)","(0.065452, 0.985519, 0.156427)","(0.580974, -0.279284, 0.764506)","(0.378869, -0.258651, -0.888571)","(0.795811, 0.599879, 0.08264)","(0.931453, -0.107632, 0.34758)","(-0.405271, -0.709559, 0.576439)","(-0.01292, -0.912683, 0.408464)","(0.413141, -0.800137, -0.434851)","(-0.025396, -0.855914, -0.516495)"
9.438107,"(0.163153, -0.122911, 0.009871)","(0.04251, 0.991664, 0.121638)","(0.65711, -0.197107, 0.727568)","(0.436286, -0.240581, -0.86705)","(0.797829, 0.602852, 0.006215)","(0.92647, -0.019879, 0.375843)","(-0.463483, -0.669603, 0.580359)","(0.056084, -0.902354, 0.427332)","(0.475785, -0.784356, -0.398013)","(-0.086079, -0.823118, -0.561308)"
9.47065,"(0.166214, -0.1353, 0.012906)","(0.018473, 0.996811, 0.077636)","(0.722075, -0.139177, 0.677671)","(0.493173, -0.246864, -0.834169)","(0.802531, 0.592336, -0.071285)","(0.911862, 0.054072, 0.40692)","(-0.507093, -0.636013, 0.581674)","(0.122271, -0.895915, 0.427068)","(0.51877, -0.776554, -0.357548)","(-0.142455, -0.797561, -0.586177)"
9.505701,"(0.167499, -0.140983, 0.014208)","(-0.00567, 0.999592, 0.027989)","(0.775026, -0.112388, 0.621855)","(0.545737, -0.276236, -0.791116)","(0.810645, 0.568539, -0.140066)","(0.890585, 0.108462, 0.441695)","(-0.533038, -0.609885, 0.58644)","(0.168362, -0.893789, 0.415687)","(0.542546, -0.779991, -0.311862)","(-0.172448, -0.783679, -0.596749)"
9.538601,"(0.167101, -0.140047, 0.014)","(-0.028948, 0.999488, -0.01361)","(0.816876, -0.115, 0.565234)","(0.588261, -0.324565, -0.74068)","(0.823874, 0.533426, -0.191543)","(0.867691, 0.136138, 0.478099)","(-0.527141, -0.620091, 0.581042)","(0.186783, -0.892107, 0.411408)","(0.53171, -0.774514, -0.342655)","(-0.191649, -0.787542, -0.585703)"
9.571698,"(0.164771, -0.131985, 0.012038)","(-0.053905, 0.997895, -0.036053)","(0.851457, -0.143315, 0.504463)","(0.621238, -0.396646, -0.675822)","(0.846418, 0.484036, -0.222004)","(0.844639, 0.130001, 0.519312)","(-0.493978, -0.656329, 0.570278)","(0.183473, -0.89372, 0.409392)","(0.488598, -0.768553, -0.413036)","(-0.193634, -0.806458, -0.558687)"
9.604598,"(0.160781, -0.118758, 0.008774)","(-0.076266, 0.996543, -0.032933)","(0.877498, -0.193765, 0.438694)","(0.641645, -0.469155, -0.606783)","(0.875186, 0.428384, -0.224804)","(0.824869, 0.091067, 0.557941)","(-0.44741, -0.695884, 0.561756)","(0.163753, -0.900359, 0.403161)","(0.422306, -0.773166, -0.473152)","(-0.171803, -0.83271, -0.526382)"
9.637759,"(0.154927, -0.101702, 0.004753)","(-0.098171, 0.99515, -0.006193)","(0.887417, -0.253522, 0.38499)","(0.653359, -0.541277, -0.529284)","(0.909576, 0.362862, -0.202494)","(0.804169, 0.024145, 0.59391)","(-0.387605, -0.739222, 0.550739)","(0.132625, -0.911023, 0.390447)","(0.329009, -0.786198, -0.523112)","(-0.133838, -0.864124, -0.485156)"
9.672318,"(0.147164, -0.084042, 0.000868)","(-0.119117, 0.992172, 0.037508)","(0.873326, -0.321181, 0.366258)","(0.65965, -0.602466, -0.449329)","(0.942966, 0.293162, -0.157708)","(0.776619, -0.061663, 0.626945)","(-0.321887, -0.782161, 0.533492)","(0.099752, -0.923368, 0.370732)","(0.2206, -0.803955, -0.55226)","(-0.09084, -0.894831, -0.437065)"
9.705329,"(0.136716, -0.068521, -0.002663)","(-0.140066, 0.986347, 0.086611)","(0.830295, -0.394616, 0.393559)","(0.668324, -0.647306, -0.366522)","(0.970903, 0.223143, -0.086916)","(0.732099, -0.158373, 0.662532)","(-0.256538, -0.823711, 0.505657)","(0.072032, -0.934459, 0.348709)","(0.100038, -0.821934, -0.560729)","(-0.049067, -0.92052, -0.387602)"
9.738815,"(0.12568, -0.060299, -0.005213)","(-0.157075, 0.979827, 0.123557)","(0.76846, -0.455381, 0.449553)","(0.682112, -0.667954, -0.297591)","(0.985007, 0.172075, -0.012274)","(0.678645, -0.231867, 0.696907)","(-0.211381, -0.85619, 0.471442)","(0.057736, -0.939221, 0.338424)","(-0.002721, -0.831229, -0.555924)","(-0.018622, -0.933595, -0.357847)"
9.772085,"(0.112838, -0.058255, -0.007174)","(-0.172735, 0.972856, 0.153992)","(0.678788, -0.516794, 0.5217)","(0.701193, -0.674194, -0.231931)","(0.988238, 0.139341, 0.063)","(0.615207, -0.281686, 0.736324)","(-0.175842, -0.88111, 0.439003)","(0.050746, -0.937332, 0.344724)","(-0.080419, -0.832135, -0.548712)","(0.005371, -0.937936, -0.346768)"
9.805395,"(0.098622, -0.063063, -0.009011)","(-0.186513, 0.966173, 0.178106)","(0.557193, -0.583398, 0.590917)","(0.722093, -0.670195, -0.171523)","(0.983074, 0.135395, 0.123422)","(0.548775, -0.296014, 0.781807)","(-0.138888, -0.892971, 0.42815)","(0.041949, -0.927394, 0.371727)","(-0.129719, -0.825893, -0.548701)","(0.029497, -0.934166, -0.355617)"
9.837722,"(0.083472, -0.074313, -0.010036)","(-0.198228, 0.960159, 0.196978)","(0.402673, -0.655598, 0.638785)","(0.742643, -0.659363, -0.11714)","(0.973081, 0.163069, 0.162857)","(0.483202, -0.27047, 0.832684)","(-0.096579, -0.896969, 0.431415)","(0.025914, -0.910588, 0.412502)","(-0.17116, -0.811447, -0.558801)","(0.061671, -0.921237, -0.384083)"
9.870924,"(0.066895, -0.091647, -0.011271)","(-0.208263, 0.954762, 0.212265)","(0.21178, -0.73287, 0.646569)","(0.762844, -0.643379, -0.064288)","(0.956428, 0.21783, 0.194411)","(0.415218, -0.205304, 0.886253)","(-0.049134, -0.895043, 0.443266)","(0.002709, -0.887365, 0.46106)","(-0.21256, -0.789857, -0.575277)","(0.106572, -0.899017, -0.424748)"
9.905202,"(0.051161, -0.109796, -0.01188)","(-0.215612, 0.950619, 0.223237)","(0.021041, -0.7986, 0.601495)","(0.774071, -0.633057, -0.007229)","(0.92856, 0.274462, 0.249894)","(0.343287, -0.109884, 0.932781)","(-0.005771, -0.890203, 0.455528)","(-0.021552, -0.865183, 0.500993)","(-0.247926, -0.768494, -0.589872)","(0.152676, -0.873472, -0.462317)"
9.937518,"(0.033871, -0.127965, -0.01239)","(-0.221498, 0.947082, 0.232325)","(-0.183147, -0.862625, 0.471524)","(0.766882, -0.637982, 0.069786)","(0.872513, 0.324976, 0.364844)","(0.256733, 0.029108, 0.966044)","(0.036136, -0.884419, 0.465293)","(-0.043167, -0.844604, 0.533649)","(-0.278525, -0.75029, -0.599573)","(0.198258, -0.845561, -0.495702)"
9.971263,"(0.017515, -0.140386, -0.012686)","(-0.225074, 0.944658, 0.23867)","(-0.353418, -0.898894, 0.25901)","(0.72969, -0.669971, 0.136716)","(0.776953, 0.32767, 0.537565)","(0.178032, 0.191891, 0.965134)","(0.068236, -0.880954, 0.468256)","(-0.051564, -0.831688, 0.552844)","(-0.294013, -0.742831, -0.601465)","(0.232186, -0.823978, -0.516865)"
10.00485,"(0.001687, -0.145679, -0.012844)","(-0.22651, 0.943207, 0.243008)","(-0.470211, -0.882523, -0.007379)","(0.655724, -0.72128, 0.223116)","(0.617965, 0.239797, 0.748744)","(0.111012, 0.359224, 0.926625)","(0.094903, -0.878461, 0.468294)","(-0.042736, -0.826489, 0.561328)","(-0.287485, -0.745016, -0.601917)","(0.26, -0.809734, -0.526053)"
